name	lat	lon
Randolph, VT	43.925	-72.666
Rutland, VT	43.611	-72.973
Simpsonville, VT	43.073	-72.65
South Burlington, VT	44.467	-73.171
Springfield, VT	43.298	-72.482
Westminster, VT	43.068	-72.459
Williamstown, VT	44.122	-72.541
Windsor, VT	43.48	-72.385
Woodstock, VT	43.624	-72.518
Albany, WI	42.708	-89.437
Altoona, WI	44.805	-91.443
Amherst, WI	44.451	-89.285
Appleton, WI	44.262	-88.415
Arcadia, WI	44.253	-91.502
Ashland, WI	46.592	-90.884
Ashwaubenon, WI	44.482	-88.07
Athens, WI	45.033	-90.074
Augusta, WI	44.68	-91.12
Baldwin, WI	44.967	-92.374
Bangor, WI	43.893	-90.99
Bayside, WI	43.181	-87.901
Beaver Dam, WI	43.458	-88.837
Belleville, WI	42.86	-89.538
Bellevue, WI	44.444	-87.92
Beloit, WI	42.508	-89.032
Bristol, WI	42.559	-88.049
Brookfield, WI	43.061	-88.106
Brooklyn, WI	42.854	-89.37
Buena Park, WI	42.793	-88.221
Burlington, WI	42.678	-88.276
Caledonia, WI	42.808	-87.924
Cambridge, WI	43.004	-89.017
Cleveland, WI	43.915	-87.747
Clinton, WI	42.558	-88.865
Columbus, WI	43.338	-89.015
Cottage Grove, WI	43.076	-89.2
Cudahy, WI	42.96	-87.861
Cumberland, WI	45.532	-92.019
Darien, WI	42.602	-88.708
De Pere, WI	44.449	-88.06
Deerfield, WI	43.052	-89.076
Eagle, WI	42.879	-88.474
Eagle River, WI	45.917	-89.244
Eau Claire, WI	44.811	-91.498
Evansville, WI	42.78	-89.299
Fall River, WI	43.384	-89.045
Fitchburg, WI	42.961	-89.47
Florence, WI	45.922	-88.252
Fond du Lac, WI	43.775	-88.439
Fontana, WI	42.551	-88.575
Franklin, WI	42.889	-88.038
Germantown, WI	43.229	-88.11
Glendale, WI	43.135	-87.936
Grafton, WI	43.32	-87.953
Green Bay, WI	44.519	-88.02
Greenfield, WI	42.961	-88.013
Greenville, WI	44.3	-88.536
Greenwood, WI	44.77	-90.599
Hammond, WI	44.979	-92.436
Hayward, WI	46.013	-91.485
Hillsboro, WI	43.652	-90.344
Howard, WI	44.544	-88.088
Hudson, WI	44.975	-92.757
Independence, WI	44.357	-91.42
Irvine, WI	44.926	-91.42
Jackson, WI	43.324	-88.167
Janesville, WI	42.683	-89.019
Juneau, WI	43.406	-88.705
Kaukauna, WI	44.278	-88.272
Kenosha, WI	42.585	-87.821
La Crosse, WI	43.801	-91.24
Lancaster, WI	42.847	-90.711
Lodi, WI	43.314	-89.527
Madison, WI	43.073	-89.401
Manitowoc, WI	44.089	-87.658
Marion, WI	44.671	-88.889
Marshfield, WI	44.669	-90.172
Medford, WI	45.139	-90.34
Menasha, WI	44.202	-88.447
Menomonee Falls, WI	43.179	-88.117
Menomonie, WI	44.876	-91.919
Mequon, WI	43.236	-87.985
Middleton, WI	43.097	-89.504
Milton, WI	42.776	-88.944
Milwaukee, WI	43.039	-87.906
Monroe, WI	42.601	-89.638
Muskego, WI	42.906	-88.139
Neenah, WI	44.186	-88.463
New Berlin, WI	42.976	-88.108
Newburg, WI	43.432	-88.046
North La Crosse, WI	43.846	-91.248
Oak Creek, WI	42.886	-87.863
Oconomowoc, WI	43.112	-88.499
Onalaska, WI	43.884	-91.235
Oregon, WI	42.926	-89.385
Oshkosh, WI	44.025	-88.543
Park Ridge, WI	44.519	-89.546
Pleasant Prairie, WI	42.553	-87.933
Plymouth, WI	43.749	-87.977
Port Washington, WI	43.387	-87.876
Portage, WI	43.539	-89.463
Prescott, WI	44.749	-92.802
Princeton, WI	43.851	-89.122
Racine, WI	42.726	-87.783
Randolph, WI	43.539	-89.007
Richfield, WI	43.256	-88.194
Rochester, WI	42.741	-88.224
Rock Springs, WI	43.492	-89.919
Salem, WI	42.555	-88.111
Seymour, WI	44.827	-91.431
Seymour, WI	44.515	-88.33
Sheboygan, WI	43.751	-87.715
Shelby, WI	43.769	-91.161
Sherwood, WI	44.174	-88.26
Shorewood, WI	43.089	-87.888
Sidney, WI	44.553	-90.639
Silver Lake, WI	42.546	-88.166
Silver Lake, WI	44.055	-89.226
Somerset, WI	45.124	-92.674
South Milwaukee, WI	42.911	-87.861
Spring Valley, WI	44.845	-92.239
Stevens Point, WI	44.524	-89.575
Stoughton, WI	42.917	-89.218
Sun Prairie, WI	43.184	-89.214
Superior, WI	46.721	-92.104
Waterloo, WI	43.184	-88.988
Waterford, WI	42.763	-88.214
Watertown, WI	43.195	-88.729
Waukesha, WI	43.012	-88.231
Wausau, WI	44.959	-89.63
Wauwatosa, WI	43.049	-88.008
West Allis, WI	43.017	-88.007
West Bend, WI	43.425	-88.183
Westfield, WI	43.884	-89.493
Weston, WI	44.891	-89.548
Whitehall, WI	44.367	-91.317
Windsor, WI	43.218	-89.342
Wisconsin Rapids, WI	44.384	-89.817
Bethany, WV	40.206	-80.557
Bethlehem, WV	40.044	-80.691
Chester, WV	40.613	-80.563
Weirton, WV	40.419	-80.59
Weirton Heights, WV	40.408	-80.539
Wheeling, WV	40.064	-80.721
Carmel, ME	44.798	-69.051
Ansonia, CT	41.346	-73.079
Bridgeport, CT	41.167	-73.205
Bristol, CT	41.672	-72.949
Branford, CT	41.28	-72.815
Cheshire, CT	41.499	-72.901
Clinton, CT	41.279	-72.528
Colchester, CT	41.576	-72.332
Collinsville, CT	41.813	-72.92
Holbrook, AZ	34.902	-110.158
Fillmore, CA	34.399	-118.918
Middletown, CA	38.752	-122.615
Buckeye, AZ	33.37	-112.584
Bullhead City, AZ	35.148	-114.568
Casa Grande, AZ	32.88	-111.757
Casas Adobes, AZ	32.323	-110.995
Catalina Foothills, AZ	32.298	-110.919
Chandler, AZ	33.306	-111.841
Citrus Park, AZ	33.549	-112.444
Clifton, AZ	33.051	-109.296
Douglas, AZ	31.345	-109.545
Drexel Heights, AZ	32.141	-111.028
El Mirage, AZ	33.613	-112.325
Eloy, AZ	32.756	-111.555
Flagstaff, AZ	35.198	-111.651
Florence, AZ	33.031	-111.387
Flowing Wells, AZ	32.294	-111.01
Fortuna Foothills, AZ	32.658	-114.412
Fountain Hills, AZ	33.612	-111.717
Gilbert, AZ	33.353	-111.789
Glendale, AZ	33.539	-112.186
Golden Valley, AZ	35.223	-114.223
Goodyear, AZ	33.435	-112.358
Green Valley, AZ	31.854	-110.994
Kearny, AZ	33.057	-110.911
Kingman, AZ	35.189	-114.053
Lake Havasu City, AZ	34.484	-114.322
Liberty, AZ	33.378	-112.487
Linden, AZ	34.285	-110.157
Marana, AZ	32.437	-111.225
Maricopa, AZ	33.058	-112.048
Mesa, AZ	33.422	-111.823
Miami, AZ	33.399	-110.869
Nogales, AZ	31.34	-110.934
Oro Valley, AZ	32.391	-110.966
Parker, AZ	34.15	-114.289
Payson, AZ	34.231	-111.325
Peoria, AZ	33.581	-112.237
Phoenix, AZ	33.448	-112.074
Prescott, AZ	34.54	-112.468
Prescott Valley, AZ	34.589	-112.325
Queen Creek, AZ	33.249	-111.634
Rio Rico, AZ	31.471	-110.976
Sahuarita, AZ	31.958	-110.956
San Carlos, AZ	33.345	-110.453
San Carlos, AZ	33.346	-111.851
San Luis, AZ	32.487	-114.782
Scottsdale, AZ	33.509	-111.899
Sierra Vista, AZ	31.555	-110.304
Spring Valley, AZ	34.345	-112.159
Summit, AZ	32.067	-110.951
Sun City, AZ	33.598	-112.272
Sun City West, AZ	33.662	-112.341
Sun Valley, AZ	34.254	-111.261
Superior, AZ	33.294	-111.096
Surprise, AZ	33.631	-112.333
Tanque Verde, AZ	32.252	-110.737
Taylor, AZ	34.465	-110.091
Tempe, AZ	33.415	-111.909
Tempe Junction, AZ	33.414	-111.943
Tucson, AZ	32.222	-110.926
Yuma, AZ	32.725	-114.624
Acton, CA	34.47	-118.197
Adelanto, CA	34.583	-117.409
Agoura, CA	34.143	-118.738
Agoura Hills, CA	34.136	-118.775
Alameda, CA	37.765	-122.242
Alamo, CA	37.85	-122.032
Albany, CA	37.887	-122.298
Alhambra, CA	34.095	-118.127
Aliso Viejo, CA	33.565	-117.727
Allendale, CA	38.445	-121.943
Altadena, CA	34.19	-118.131
Alum Rock, CA	37.366	-121.827
American Canyon, CA	38.175	-122.261
Anaheim, CA	33.835	-117.914
Antelope, CA	38.708	-121.33
Antioch, CA	38.005	-121.806
Apple Valley, CA	34.501	-117.186
Arcadia, CA	34.14	-118.035
Arnold, CA	38.255	-120.351
Arroyo Grande, CA	35.119	-120.591
Artesia, CA	33.866	-118.083
Arvin, CA	35.209	-118.828
Ashland, CA	37.695	-122.114
Atascadero, CA	35.489	-120.671
Atwater, CA	37.348	-120.609
Auburn, CA	38.897	-121.077
Avenal, CA	36.004	-120.129
Avocado Heights, CA	34.036	-117.991
Azusa, CA	34.134	-117.908
Bakersfield, CA	35.373	-119.019
Baldwin Park, CA	34.085	-117.961
Banning, CA	33.926	-116.876
Barstow, CA	34.899	-117.023
Barstow Heights, CA	34.87	-117.056
Bay Point, CA	38.029	-121.962
Bay Point, 	38.027	-121.942
Beaumont, CA	33.929	-116.977
Bell, CA	33.978	-118.187
Bell Gardens, CA	33.965	-118.151
Bellflower, CA	33.882	-118.117
Belmont, CA	37.52	-122.276
Benicia, CA	38.049	-122.159
Berkeley, CA	37.872	-122.273
Beverly Hills, CA	34.074	-118.4
Bloomington, CA	34.07	-117.396
Blythe, CA	33.61	-114.596
Bostonia, CA	32.808	-116.936
Brawley, CA	32.979	-115.53
Brea, CA	33.917	-117.9
Brentwood, CA	37.927	-121.726
Bridgeport, CA	38.256	-119.231
Buena Park, CA	33.868	-117.998
Burbank, CA	34.181	-118.309
Burbank, CA	37.323	-121.932
Burlingame, CA	37.584	-122.366
Calabasas, CA	34.158	-118.638
Calexico, CA	32.679	-115.499
Camarillo, CA	34.216	-119.038
Cameron Park, CA	38.669	-120.987
Campbell, CA	37.287	-121.95
Canyon Lake, CA	33.685	-117.273
Carbondale, CA	38.409	-121.007
Carlsbad, CA	33.158	-117.351
Carmichael, CA	38.617	-121.328
Carson, CA	33.831	-118.282
Castaic, CA	34.489	-118.623
Castro Valley, CA	37.694	-122.086
Cathedral City, CA	33.78	-116.465
Ceres, CA	37.595	-120.958
Cerritos, CA	33.858	-118.065
Chico, CA	39.728	-121.837
Chino, CA	34.012	-117.689
Chino Hills, CA	33.994	-117.759
Chowchilla, CA	37.123	-120.26
Chula Vista, CA	32.64	-117.084
Citrus Heights, CA	38.707	-121.281
Claremont, CA	34.097	-117.72
Clayton, CA	37.941	-121.936
Clearlake, CA	38.958	-122.626
Clovis, CA	36.825	-119.703
Coachella, CA	33.68	-116.174
Collierville, CA	38.215	-121.269
Colton, CA	34.074	-117.314
Columbia, CA	38.036	-120.401
Compton, CA	33.896	-118.22
Concord, CA	37.978	-122.031
Corcoran, CA	36.098	-119.56
Corona, CA	33.875	-117.566
Coronado, CA	32.686	-117.183
Costa Mesa, CA	33.641	-117.919
Country Club, CA	37.969	-121.341
Covina, CA	34.09	-117.89
Cudahy, CA	33.961	-118.185
Culver City, CA	34.021	-118.396
Cupertino, CA	37.323	-122.032
Cutler, CA	36.523	-119.287
Cypress, CA	33.817	-118.037
Daly City, CA	37.706	-122.462
Dana Point, CA	33.467	-117.698
Danville, CA	37.822	-122.0
Davis, CA	38.545	-121.741
Deer Park, CA	38.682	-120.823
Deer Park, CA	38.533	-122.47
Del Rio, CA	37.744	-121.012
Delano, CA	35.769	-119.247
Desert Hot Springs, CA	33.961	-116.502
Diamond Bar, CA	34.029	-117.81
Dinuba, CA	36.543	-119.387
Dixon, CA	38.445	-121.823
Downey, CA	33.94	-118.133
Duarte, CA	34.139	-117.977
Dublin, CA	37.702	-121.936
Durham, CA	39.646	-121.8
East Rancho Dominguez, CA	33.898	-118.195
East Hemet, CA	33.74	-116.939
East Los Angeles, CA	34.024	-118.172
East Palo Alto, CA	37.469	-122.141
Easton, CA	36.65	-119.791
El Cajon, CA	32.795	-116.963
El Centro, CA	32.792	-115.563
El Cerrito, CA	37.916	-122.312
El Dorado Hills, CA	38.686	-121.082
El Monte, CA	34.069	-118.028
El Segundo, CA	33.919	-118.416
Elk Grove, CA	38.409	-121.372
Encinitas, CA	33.037	-117.292
Escondido, CA	33.119	-117.086
Fair Oaks, CA	38.645	-121.272
Fairfield, CA	38.249	-122.04
Fallbrook, CA	33.376	-117.251
Florin, CA	38.496	-121.409
Folsom, CA	38.678	-121.176
Fontana, CA	34.092	-117.435
Foothill Farms, CA	38.679	-121.351
Fort Bragg, CA	39.446	-123.805
Foster City, CA	37.559	-122.271
Fountain Valley, CA	33.709	-117.954
Fremont, CA	37.548	-121.989
Fresno, CA	36.748	-119.772
Fullerton, CA	33.87	-117.925
Galt, CA	38.255	-121.3
Garden Grove, CA	33.774	-117.941
Gardena, CA	33.888	-118.309
Georgetown, CA	38.907	-120.839
Gilroy, CA	37.006	-121.568
Glen Avon, CA	34.012	-117.485
Glendale, CA	34.143	-118.255
Glendora, CA	34.136	-117.865
Goleta, CA	34.436	-119.828
Goshen, CA	36.351	-119.42
Granite Bay, CA	38.763	-121.164
Green Valley, CA	34.622	-118.414
Green Valley, CA	38.253	-122.162
Greenfield, CA	35.269	-119.003
Greenfield, CA	36.321	-121.244
Hacienda Heights, CA	33.993	-117.969
Hanford, CA	36.327	-119.646
Hawthorne, CA	33.916	-118.353
Hayward, CA	37.669	-122.081
Hemet, CA	33.748	-116.972
Hercules, CA	38.017	-122.289
Hermosa Beach, CA	33.862	-118.4
Hesperia, CA	34.426	-117.301
Highland, CA	34.128	-117.209
Hollister, CA	36.852	-121.402
Hollywood, CA	34.098	-118.327
Huntington Beach, CA	33.66	-117.999
Huntington Park, CA	33.982	-118.225
Imperial Beach, CA	32.584	-117.113
Indio, CA	33.721	-116.216
Inglewood, CA	33.962	-118.353
Irvine, CA	33.669	-117.823
Jackson, CA	38.349	-120.774
Jamestown, CA	37.953	-120.423
Lafayette, CA	37.886	-122.118
Lake Forest, CA	33.647	-117.689
Lakeside, CA	32.857	-116.922
Lakewood, CA	33.854	-118.134
Lancaster, CA	34.698	-118.137
Largo, CA	39.022	-123.13
Lincoln, CA	38.892	-121.293
Linden, CA	38.021	-121.084
Livingston, CA	37.387	-120.724
Lodi, CA	38.13	-121.272
Loma Linda, CA	34.048	-117.261
Lomita, CA	33.792	-118.315
Lompoc, CA	34.639	-120.458
Long Beach, CA	33.767	-118.189
Los Altos, CA	37.385	-122.114
Los Angeles, CA	34.052	-118.244
Los Banos, CA	37.058	-120.85
Los Gatos, CA	37.227	-121.975
Lynwood, CA	33.93	-118.211
Madera, CA	36.961	-120.061
Manhattan Beach, CA	33.885	-118.411
Manteca, CA	37.797	-121.216
Maricopa, CA	35.059	-119.401
Marina, CA	36.684	-121.802
Martinez, CA	38.019	-122.134
Marysville, CA	39.146	-121.591
Maywood, CA	33.987	-118.185
Mead Valley, CA	33.833	-117.296
Menifee, CA	33.728	-117.146
Menlo Park, CA	37.454	-122.182
Merced, CA	37.302	-120.483
Middleton, CA	38.207	-122.263
Millbrae, CA	37.599	-122.387
Milpitas, CA	37.428	-121.907
Mission Viejo, CA	33.6	-117.672
Modesto, CA	37.639	-120.997
Monrovia, CA	34.148	-117.999
Montclair, CA	34.078	-117.69
Montebello, CA	34.009	-118.105
Monterey, CA	36.6	-121.895
Monterey Park, CA	34.063	-118.123
Moorpark, CA	34.286	-118.882
Moraga, CA	37.835	-122.13
Moreno Valley, CA	33.938	-117.231
Morgan Hill, CA	37.131	-121.654
Mountain View, CA	38.009	-122.117
Mountain View, CA	37.386	-122.084
Murrieta, CA	33.554	-117.214
Napa, CA	38.297	-122.286
National City, CA	32.678	-117.099
Newark, CA	37.53	-122.04
Newport Beach, CA	33.619	-117.929
Nipomo, CA	35.043	-120.476
Norco, CA	33.931	-117.549
North Glendale, CA	34.161	-118.265
North Highlands, CA	38.686	-121.372
Norwalk, CA	33.902	-118.082
Novato, CA	38.107	-122.57
Oak Hill, CA	34.065	-118.785
Oak Park, CA	34.179	-118.763
Oakdale, CA	37.767	-120.847
Oakland, CA	37.804	-122.271
Oakley, CA	37.997	-121.712
Oceanside, CA	33.196	-117.379
Oildale, CA	35.42	-119.02
Ontario, CA	34.063	-117.651
Orange, CA	33.788	-117.853
Orangevale, CA	38.679	-121.226
Orcutt, CA	34.865	-120.436
Orinda, CA	37.877	-122.18
Oroville, CA	39.514	-121.556
Oxnard, CA	34.197	-119.177
Oxnard Shores, CA	34.191	-119.242
Pacifica, CA	37.614	-122.487
Pacific Grove, CA	36.618	-121.917
Palm Desert, CA	33.722	-116.374
Palm Springs, CA	33.83	-116.545
Palmdale, CA	34.579	-118.116
Palo Alto, CA	37.442	-122.143
Paradise, CA	39.76	-121.622
Paramount, CA	33.889	-118.16
Pasadena, CA	34.148	-118.145
Paso Robles, CA	35.627	-120.691
Patterson, CA	37.472	-121.13
Perris, CA	33.783	-117.229
Petaluma, CA	38.232	-122.637
Pico Rivera, CA	33.983	-118.097
Pinole, CA	38.004	-122.299
Pittsburg, CA	38.028	-121.885
Placentia, CA	33.872	-117.87
Pleasant Hill, CA	37.948	-122.061
Pleasanton, CA	37.662	-121.875
Plymouth, CA	38.482	-120.845
Pomona, CA	34.055	-117.752
Port Hueneme, CA	34.148	-119.195
Porterville, CA	36.065	-119.017
Poway, CA	32.963	-117.036
Prunedale, CA	36.776	-121.67
Quincy, CA	39.937	-120.947
Ramona, CA	33.042	-116.868
Rancho Cordova, CA	38.589	-121.303
Rancho Cucamonga, CA	34.106	-117.593
Rancho Mirage, CA	33.74	-116.413
Rancho Palos Verdes, CA	33.744	-118.387
Rancho San Diego, CA	32.747	-116.935
Rancho Santa Margarita, CA	33.641	-117.603
Redlands, CA	34.056	-117.183
Redondo Beach, CA	33.849	-118.388
Redwood City, CA	37.485	-122.236
Reedley, CA	36.596	-119.45
Rialto, CA	34.106	-117.37
Richmond, CA	37.936	-122.348
Ridgecrest, CA	35.622	-117.671
Rio Linda, CA	38.691	-121.449
Riverbank, CA	37.736	-120.935
Riverdale, CA	36.431	-119.86
Riverside, CA	33.953	-117.396
Rocklin, CA	38.791	-121.236
Rohnert Park, CA	38.34	-122.701
Rosamond, CA	34.864	-118.163
Rosedale, CA	35.384	-119.145
Rosemead, CA	34.081	-118.073
Rosemont, CA	38.552	-121.365
Roseville, CA	38.752	-121.288
Rowland Heights, CA	33.976	-117.905
Rubidoux, CA	33.996	-117.406
Sacramento, CA	38.582	-121.494
Salinas, CA	36.678	-121.656
San Bernardino, CA	34.108	-117.29
San Bruno, CA	37.63	-122.411
San Carlos, CA	37.507	-122.261
San Clemente, CA	33.427	-117.612
San Diego, CA	32.715	-117.157
San Dimas, CA	34.107	-117.807
San Fernando, CA	34.282	-118.439
San Francisco, CA	37.775	-122.419
San Gabriel, CA	34.096	-118.106
San Jacinto, CA	33.784	-116.959
San Jose, CA	37.339	-121.895
San Juan Capistrano, CA	33.502	-117.663
San Leandro, CA	37.725	-122.156
San Lorenzo, CA	37.681	-122.124
San Luis Obispo, CA	35.283	-120.66
San Marcos, CA	33.143	-117.166
San Mateo, CA	37.563	-122.326
San Pablo, CA	37.962	-122.346
San Pedro, CA	33.736	-118.292
San Rafael, CA	37.974	-122.531
San Ramon, CA	37.78	-121.978
Sanger, CA	36.708	-119.556
Santa Ana, CA	33.746	-117.868
Santa Barbara, CA	34.421	-119.698
Santa Clara, CA	37.354	-121.955
Santa Clarita, CA	34.392	-118.543
Santa Cruz, CA	36.974	-122.031
Santa Fe Springs, CA	33.947	-118.085
Santa Maria, CA	34.953	-120.436
Santa Monica, CA	34.019	-118.491
Santa Paula, CA	34.354	-119.059
Santa Rosa, CA	38.44	-122.714
Santee, CA	32.838	-116.974
Saratoga, CA	37.264	-122.023
Seal Beach, CA	33.741	-118.105
Seaside, CA	36.611	-121.852
Selma, CA	36.571	-119.612
Shafter, CA	35.501	-119.272
Sherman Oaks, CA	34.151	-118.449
Simi Valley, CA	34.269	-118.781
Soledad, CA	36.425	-121.326
South El Monte, CA	34.052	-118.047
South Gate, CA	33.955	-118.212
South Lake Tahoe, CA	38.933	-119.984
South Pasadena, CA	34.116	-118.15
South San Francisco, CA	37.655	-122.408
South San Jose Hills, CA	34.013	-117.905
South Whittier, CA	33.961	-118.042
South Yuba City, CA	39.117	-121.639
Spring Valley, CA	32.745	-116.999
Stanton, CA	33.803	-117.993
Stockton, CA	37.958	-121.291
Suisun, CA	38.238	-122.04
Sun City, CA	33.709	-117.197
Sun Valley, CA	34.217	-118.37
Sunnyside, CA	36.749	-119.699
Sunnyvale, CA	37.369	-122.036
Temecula, CA	33.494	-117.148
Temple City, CA	34.107	-118.058
Thornton, CA	38.226	-121.425
Thousand Oaks, CA	34.171	-118.838
Torrance, CA	33.836	-118.341
Tracy, CA	37.74	-121.425
Truckee, CA	39.328	-120.183
Tulare, CA	36.208	-119.347
Turlock, CA	37.495	-120.847
Tustin, CA	33.746	-117.826
North Tustin, CA	33.764	-117.794
Twentynine Palms, CA	34.136	-116.054
Ukiah, CA	39.15	-123.208
Union City, 	37.596	-122.019
Union City, CA	37.596	-122.019
Universal City, CA	34.139	-118.353
Upland, CA	34.098	-117.648
Villa Park, CA	33.814	-117.813
Walnut Park, CA	33.968	-118.225
Waterford, CA	37.641	-120.76
Watsonville, CA	36.91	-121.757
West Carson, CA	33.822	-118.293
West Covina, CA	34.069	-117.939
West Hollywood, CA	34.09	-118.362
West Puente Valley, CA	34.052	-117.968
West Sacramento, CA	38.58	-121.53
Westminster, CA	33.759	-118.007
Westmont, CA	33.941	-118.302
Whittier, CA	33.979	-118.033
Wildomar, CA	33.599	-117.28
Willowbrook, CA	33.917	-118.255
Wilton, CA	38.412	-121.272
Winchester, CA	33.707	-117.084
Windsor, CA	38.547	-122.816
Winter Gardens, CA	32.831	-116.933
Woodbridge, CA	38.154	-121.301
Woodland, CA	38.679	-121.773
Yorba Linda, CA	33.889	-117.813
Yuba City, CA	39.14	-121.617
Yucaipa, CA	34.034	-117.043
Yucca Valley, CA	34.114	-116.432
Arvada, CO	39.803	-105.087
Aurora, CO	39.729	-104.832
Avon, CO	39.631	-106.522
Boone, CO	38.249	-104.257
Brighton, CO	39.985	-104.821
Broomfield, CO	39.921	-105.087
Burlington, CO	39.306	-102.269
Cañon City, CO	38.441	-105.242
Carbondale, CO	39.402	-107.211
Castle Rock, CO	39.372	-104.856
Castlewood, CO	39.585	-104.901
Centennial, CO	39.579	-104.877
Cimarron Hills, CO	38.859	-104.699
Clifton, CO	39.092	-108.449
Colorado Springs, CO	38.834	-104.821
Columbine, CO	39.588	-105.069
Commerce City, CO	39.808	-104.934
Denver, CO	39.739	-104.985
Derby, CO	39.839	-104.919
Durango, CO	37.275	-107.88
Eagle, CO	39.655	-106.829
Edgewater, CO	39.753	-105.064
Elizabeth, CO	39.36	-104.597
Englewood, CO	39.648	-104.988
Florence, CO	38.39	-105.119
Fountain, CO	38.682	-104.701
Frisco, CO	39.574	-106.098
Georgetown, CO	39.706	-105.698
Glendale, CO	39.705	-104.934
Golden, CO	39.756	-105.221
Grand Junction, CO	39.064	-108.551
Highlands Ranch, CO	39.554	-104.969
Ken Caryl, CO	39.577	-105.117
Keystone, CO	39.599	-105.987
Lafayette, CO	39.994	-105.09
Lakewood, CO	39.705	-105.081
Lincoln Park, CO	38.429	-105.22
Littleton, CO	39.613	-105.017
Louisville, CO	39.978	-105.132
Meridian, CO	39.552	-104.859
Midland, CO	38.858	-105.162
Montrose, CO	38.478	-107.876
New Castle, CO	39.573	-107.536
Northglenn, CO	39.886	-104.987
Olathe, CO	38.605	-107.982
Oxford, CO	37.169	-107.714
Parker, CO	39.519	-104.761
Pueblo, CO	38.254	-104.609
Pueblo West, CO	38.35	-104.723
Redlands, CO	39.079	-108.636
Riverdale, CO	38.059	-103.317
San Luis, CO	37.201	-105.424
Sheridan, CO	39.647	-105.025
Sherrelwood, CO	39.838	-105.001
Southglenn, CO	39.587	-104.953
Springfield, CO	37.408	-102.614
Superior, CO	39.953	-105.169
Thornton, CO	39.868	-104.972
Westminster, CO	39.837	-105.037
Wheat Ridge, CO	39.766	-105.077
Yorkville, CO	38.292	-105.29
Dodge City, KS	37.753	-100.017
Elkhart, KS	37.008	-101.89
Garden City, KS	37.972	-100.873
Liberal, KS	37.043	-100.921
Mansfield, KS	37.923	-100.767
Oakley, KS	39.133	-100.864
Syracuse, KS	37.981	-101.753
Alamo, NM	34.421	-107.511
Alamogordo, NM	32.9	-105.96
Albuquerque, NM	35.084	-106.651
Artesia, NM	32.842	-104.403
Bloomfield, NM	36.711	-107.985
Carlsbad, NM	32.421	-104.229
Clayton, NM	36.452	-103.184
Clovis, NM	34.405	-103.205
Columbus, NM	31.828	-107.64
Edgewood, NM	35.061	-106.191
Farmington, NM	36.728	-108.219
Gallup, NM	35.528	-108.743
Hobbs, NM	32.703	-103.136
Las Cruces, NM	32.312	-106.778
Las Vegas, NM	35.594	-105.224
Logan, NM	35.365	-103.411
Mesquite, NM	32.165	-106.697
Mountain View, NM	33.34	-104.523
Rio Rancho, NM	35.233	-106.664
Roswell, NM	33.394	-104.523
Santa Clara, NM	32.78	-108.15
Santa Fe, NM	35.687	-105.938
Santa Rosa, NM	34.939	-104.682
Socorro, NM	34.058	-106.891
South Valley, NM	35.01	-106.678
University Park, NM	32.283	-106.753
Alamo, NV	37.365	-115.164
Boulder City, NV	35.979	-114.832
Carson City, NV	39.164	-119.767
Carson City, NV	39.165	-119.776
Dayton, NV	39.237	-119.593
Enterprise, NV	36.025	-115.242
Eureka, NV	39.513	-115.961
Fernley, NV	39.608	-119.252
Golden Valley, NV	39.615	-119.827
Hawthorne, NV	38.525	-118.625
Henderson, NV	36.04	-114.982
Las Vegas, NV	36.175	-115.137
Mesquite, NV	36.806	-114.067
North Las Vegas, NV	36.199	-115.118
Pahrump, NV	36.208	-115.984
Paradise, NV	36.097	-115.147
Reno, NV	39.53	-119.814
Spanish Springs, NV	39.649	-119.707
Sparks, NV	39.535	-119.753
Spring Valley, NV	36.108	-115.245
Sun Valley, NV	39.596	-119.776
Sunrise Manor, NV	36.211	-115.073
Whitney, NV	36.071	-115.084
Winchester, NV	36.13	-115.119
Aberdeen, TX	35.038	-100.149
Amarillo, TX	35.222	-101.831
Big Spring, TX	32.25	-101.479
Del Rio, TX	29.363	-100.897
Eagle Pass, TX	28.709	-100.5
El Paso, TX	31.759	-106.487
Garden City, TX	31.864	-101.481
Hereford, TX	34.815	-102.398
Horizon City, TX	31.693	-106.207
Liberty, TX	33.694	-101.767
Lubbock, TX	33.578	-101.855
Memphis, TX	34.725	-100.534
Miami, TX	35.691	-100.638
Midland, TX	31.997	-102.078
Morton, TX	33.725	-102.759
Odessa, TX	31.846	-102.368
Paducah, TX	34.012	-100.302
Pampa, TX	35.536	-100.96
Plainview, TX	34.185	-101.707
San Angelo, TX	31.464	-100.437
Seminole, TX	32.719	-102.645
Shafter, TX	29.82	-104.303
Socorro, TX	31.655	-106.303
Socorro Mission Number 1 Colonia, TX	31.636	-106.291
Sparks, TX	31.673	-106.24
Stanton, TX	32.129	-101.788
Wellington, TX	34.856	-100.214
West Odessa, TX	31.842	-102.499
Aurora, UT	38.922	-111.934
Cedar City, UT	37.677	-113.062
Enterprise, UT	37.574	-113.719
Fillmore, UT	38.969	-112.324
Huntington, UT	39.327	-110.965
Milford, UT	38.397	-113.011
Monroe, UT	38.63	-112.121
Mount Pleasant, UT	39.547	-111.455
Richfield, UT	38.772	-112.084
Saint George, UT	37.104	-113.584
Salina, UT	38.958	-111.86
Santa Clara, UT	37.133	-113.654
Washington, UT	37.131	-113.508
Wellington, UT	39.542	-110.735
Sheridan, CA	38.98	-121.376
Wasco, CA	35.594	-119.341
